sentence,type
"Lyra heard the Master say quietly, ""If he forces a vote, we could try to invoke the residence clause.",未知
"He hasn't been resident in the College for thirty weeks out of the last fifty-two.""",未知
"""He's already got the Chaplain on his side..."" the Librarian murmured in reply.",未知
Lord Asriel put a new slide in the lantern frame.,未知
It showed the same scene.,未知
"As with the previous pair of pictures, many of the features visible by ordinary light were much dimmer in this one, and so were the curtains of radiance in the sky.",未知
"But in the middle of the Aurora, high above the bleak landscape, Lyra could see something solid.",未知
"She pressed her face to the crack to see more clearly, and she could see the Scholars near the screen leaning forward too.",主谓宾
"As she gazed, her wonder grew, because there in the sky was the unmistakable outline of a city: towers, domes, walls...Buildings and streets, suspended in the air!",未知
She nearly gasped with wonder.,未知
"The Cassington Scholar said, ""That looks like...a city.""",未知
"""Exactly so,"" said Lord Asriel.",未知
"""A city in another world, no doubt?""",未知
"said the Dean, with contempt in his voice.",未知
Lord Asriel ignored him.,未知
"There was a stir of excitement among some of the Scholars, as if, having written treatises on the existence of the unicorn without ever having seen one, they'd been presented with a living example newly captured.",there be句型
"""Is this the Barnard-Stokes business?""",未知
said the Palmerian Professor.,未知
"""It is, isn't it?""",未知
"""That's what I want to find out,"" said Lord Asriel.",未知
He stood to one side of the illuminated screen.,未知
"Lyra could see his dark eyes searching among the Scholars as they peered up at the slide of the Aurora, and the green glow of his demon's eyes beside him.",未知
"All the venerable heads were craning forward, their spectacles glinting; only the Master and the Librarian leaned back in their chairs, with their heads close together.",未知
"The Chaplain was saying, ""You said you were searching for news of the Grumman expedition, Lord Asriel.",未知
"Was Dr. Grumman investigating this phenomenon too?""",未知
"""I believe he was, and I believe he had a good deal of information about it.",未知
"But he won't be able to tell us what it was, because he's dead.""",未知
"""No!""",未知
said the Chaplain.,未知
"""I'm afraid so, and I have the proof here.""",未知
"A ripple of excited apprehension ran round the Retiring Room as, under Lord Asriel's direction, two or three of the younger Scholars carried the wooden box to the front of the room.",未知
"Lord Asriel took out the last slide but left the lantern on, and in the dramatic glare of the circle of light he bent to lever open the box.",未知
Lyra heard the screech of nails coming out of damp wood.,未知
"The Master stood up to look, blocking Lyra's view.",未知
"Her uncle spoke again:
""If you remember, Grumman's expedition vanished eighteen months ago.",未知
The German Academy sent him up there to go as far north as the magnetic pole and make various celestial observations.,未知
It was in the course of that journey that he observed the curious phenomenon we've already seen.,未知
"Shortly after that, he vanished.",未知
It's been assumed that he had an accident and that his body's been lying in a crevasse all this time.,未知
"In fact, there was no accident.""",未知
"""What have you got there?""",未知
said the Dean.,未知
"""Is that a vacuum container?""",未知
Lord Asriel didn't answer at first.,未知
"Lyra heard the snap of metal clips and a hiss as air rushed into a vessel, and then there was a silence.",未知
But the silence didn't last long.,未知
"After a moment or two Lyra heard a confused babble break out: cries of horror, loud protests, voices raised in anger and fear.",未知
"""But what-""
""-hardly human-""
""-it's been-""
""-what's happened to it?""",未知
The Master's voice cut through them all.,未知
"""Lord Asriel, what in God's name have you got there?""",未知
"""This is the head of Stanislaus Grumman,"" said Lord Asriel's voice.",未知
"Over the jumble of voices Lyra heard someone stumble to the door and out, making incoherent sounds of distress.",未知
She wished she could see what they were seeing.,主谓宾
"Lord Asriel said, ""I found his body preserved in the ice off Svalbard.",未知
The head was treated in this way by his killers.,未知
You'll notice the characteristic scalping pattern.,未知
"I think you might be familiar with it, Sub-Rector.""",未知
"The old man's voice was steady as he said, ""I have seen the Tartars do this.",未知
It's a technique you find among the aboriginals of Siberia and the Tungusk.,未知
"From there, of course, it spread into the lands of the Skraelings, though I understand that it is now banned in New Denmark.",未知
"May I examine it more closely, Lord Asriel?""",未知
After a short silence he spoke again.,未知
"""My eyes are not very clear, and the ice is dirty, but it seems to me that there is a hole in the top of the skull.",未知
"Am I right?""",未知
"""You are.""",未知
"""Trepanning?""",未知
"""Exactly.""",未知
That caused a murmur of excitement.,未知
The Master moved out of the way and Lyra could see again.,未知
"The old Sub-Rector, in the circle of light thrown by the lantern, was holding a heavy block of ice up close to his eyes, and Lyra could see the object inside it: a bloody lump barely recognizable as a human head.",未知
"Pantalaimon fluttered around Lyra, his distress affecting her.",未知
"""Hush,"" she whispered.",未知
"""Listen.""",未知
"""Dr. Grumman was once a Scholar of this College,"" said the Dean hotly.",未知
"""To fall into the hands of the Tartars-"" ""But that far north?""",未知
"""They must have penetrated further than anyone imagined!""",未知
"""Did I hear you say you found it near Svalbard?""",未知
said the Dean.,未知
"""That's right.""",未知
"""Are we to understand that the panserbj0rne had anything to do with this?""",未知
"Lyra didn't recognize that word, but clearly the Scholars did.",未知
